18_24,estudiante,"adultos_mayores,asma",todos_dias,regular,si,"ene_2026,mar_2026,abr_2026",1_2,ninguna,no,si,prob_si,alertas,sin_internet,tal_vez,,2026-04-24 16:20:31,ENC-0002,1777069231.0
18_24,estudiante,asma,todos_dias,muy_buena,si,"ene_2026,abr_2026",1_2,asma,no,si,prob_si,recomendaciones,no_se_usar,si,,2026-04-24 17:26:09,ENC-0003,1777073169.0
18_24,estudiante,ninos,todos_dias,regular,si,"feb_2026,abr_2026",3_5,ninguna,si,no,prob_si,recomendaciones,ninguno,si,,2026-04-24 17:31:52,ENC-0004,1777073512.0
